opportunity_id,outcome,primary_loss_reason,primary_win_reason,loss_reason_detail,decision_process_notes,champion_strength,procurement_friction_flag,competitor_capture_completeness,record_completeness_score
1768,lost,no_decision,,,late-stage decision path remained fuzzy,weak,false,high,0.45
1769,lost,procurement_legal_friction,,,late-stage decision path remained fuzzy,weak,false,low,0.58
1770,lost,,,,,mixed,true,medium,0.33
1771,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.93
1772,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,false,low,0.58
1773,won,,Incumbent relationship and lower switching risk,,,unknown,,high,0.87
1774,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,false,high,0.45
1775,lost,price,,,late-stage decision path remained fuzzy,mixed,false,low,0.52
1776,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,unknown,true,low,0.39
1777,lost,procurement_legal_friction,,,,unknown,false,medium,0.58
1778,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,unknown,,high,0.87
1779,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,mixed,,high,0.91
1780,won,,Global rollout fit and clear ROI case,,,mixed,false,high,0.92
1781,lost,budget,,budget shifted to warehouse modernization workstream,,strong,false,high,0.44
1782,lost,,,,,weak,false,high,0.56
1783,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,false,high,0.9
1784,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,late-stage decision path remained fuzzy,mixed,false,low,0.6
1785,lost,price,,pricing came in above internal threshold after procurement review,,weak,true,high,0.46
1786,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,unknown,true,low,0.51
1787,won,,Executive alignment and stronger services plan,,,strong,,low,0.94
1788,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,high,0.9
1789,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,medium,0.95
1790,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,weak,true,low,0.52
1791,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,low,0.52
1792,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,medium,0.88
1793,lost,budget,,budget shifted to warehouse modernization workstream,,weak,false,low,0.44
1794,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,unknown,false,high,0.95
1795,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,high,0.88
1796,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,weak,false,high,0.48
1797,won,,Executive alignment and stronger services plan,,,strong,,high,0.94
1798,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,weak,true,low,0.39
1799,lost,competitor,,incumbent competitor kept the global trade team aligned,,unknown,false,high,0.48
1800,won,,Global rollout fit and clear ROI case,,,strong,false,low,0.94
1801,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,mixed,,high,0.93
1802,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,,high,0.91
1803,lost,,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,unknown,false,low,0.38
1804,lost,no_decision,,,late-stage decision path remained fuzzy,unknown,false,medium,0.53
1805,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,weak,false,medium,0.45
1806,lost,competitor,,incumbent competitor kept the global trade team aligned,,weak,false,low,0.41
1807,lost,no_decision,,project paused after steering committee could not commit,,unknown,false,high,0.55
1808,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,true,high,0.49
1809,lost,budget,,,,weak,false,low,0.37
1810,lost,competitor,,incumbent competitor kept the global trade team aligned,,strong,false,low,0.57
1811,won,,Best workflow match for cross-border operations,,,mixed,,high,0.96
1812,lost,procurement_legal_friction,,,late-stage decision path remained fuzzy,weak,false,high,0.43
1813,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,high,0.87
1814,lost,price,,,,weak,false,low,0.58
1815,lost,competitor,,incumbent competitor kept the global trade team aligned,,unknown,true,low,0.49
1816,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,high,0.44
1817,won,,Executive alignment and stronger services plan,,,strong,,high,0.96
1818,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,high,0.89
1819,lost,competitor,,incumbent competitor kept the global trade team aligned,,weak,false,high,0.58
1820,lost,competitor,,incumbent competitor kept the global trade team aligned,,weak,false,high,0.62
1821,lost,,,,,mixed,false,medium,0.51
1822,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,medium,0.94
1823,lost,price,,pricing came in above internal threshold after procurement review,,mixed,false,medium,0.46
1824,lost,budget,,budget shifted to warehouse modernization workstream,,unknown,true,medium,0.48
1825,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,unknown,,medium,0.88
1826,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,false,medium,0.47
1827,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.89
1828,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,false,high,0.95
1829,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,mixed,false,medium,0.56
1830,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,false,low,0.38
1831,lost,,,,late-stage decision path remained fuzzy,weak,false,low,0.45
1832,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,false,low,0.6
1833,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,high,0.9
1834,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.94
1835,won,,Global rollout fit and clear ROI case,,,mixed,,high,0.87
1836,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.94
1837,lost,,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,mixed,false,high,0.33
1838,lost,price,,pricing came in above internal threshold after procurement review,,mixed,true,low,0.56
1839,won,,Better analytics vision for renewal planning,,,mixed,,high,0.89
1840,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,true,medium,0.52
1841,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,unknown,false,medium,0.36
1842,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,,high,0.95
1843,won,,Incumbent relationship and lower switching risk,,,strong,,medium,0.95
1844,won,,Better analytics vision for renewal planning,,,strong,true,high,0.88
1845,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,false,low,0.5
1846,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,weak,false,low,0.46
1847,lost,product_gap,,,late-stage decision path remained fuzzy,weak,false,medium,0.47
1848,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,high,0.93
1849,lost,product_gap,,needed deeper compliance edge cases for certain corridors,late-stage decision path remained fuzzy,mixed,true,low,0.47
1850,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,false,high,0.37
1851,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.94
1852,lost,,,timeline slipped and rollout moved into next planning cycle,,weak,true,low,0.49
1853,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,strong,true,high,0.48
1854,lost,,,pricing came in above internal threshold after procurement review,,mixed,false,low,0.55
1855,won,,Global rollout fit and clear ROI case,,,mixed,false,high,0.93
1856,lost,timing,,timeline slipped and rollout moved into next planning cycle,,mixed,false,low,0.46
1857,lost,,,,,weak,false,high,0.4
1858,lost,,,project paused after steering committee could not commit,,weak,false,medium,0.49
1859,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,strong,false,low,0.44
1860,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,high,0.9
